"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","venue_name","r"
1109,"59","c272ae1f-5eac-4688-abbe-9f133181f910","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","8ad685d8-6b26-4e1d-a2e5-3cfb449e1bb4","mlb-2017-nym-chc-2017-09-14-1905","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",6,0,"top",9,5,14,"95","59","win","loss",FALSE,"2017-09-15 05:05:00+00",14,6,"Wrigley Field",1
1110,"91","44aa8a68-2e08-4a47-8440-ba2c3b6161a4","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f4a23155-dab0-4f54-9d73-e88bbca142aa","mlb-2018-ari-la-2018-04-14-1810","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",9,30,"bottom",1,9,10,"19","91","loss","win",FALSE,"2018-04-15 06:10:00+00",1,9,"Dodger Stadium",1
1111,"85","3cdcd4cd-0b0c-4c76-b858-8cbf2a9e5c8e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","3cdcd4cd-0b0c-4c76-b858-8cbf2a9e5c8e","mlb-2017-min-kc-2017-09-8-1915","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",9,30,"end",5,8,13,"58","85","loss","win",TRUE,"2017-09-09 05:15:00+00",5,8,"Kauffman Stadium",1
1112,"59","6b9fa2cb-1d75-4353-9589-c5eadbf41f1f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","2b2345fd-9156-4845-8e8f-f78a0bb5f6a4","mlb-2017-oak-laa-2017-08-6-1237","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",6,30,"bottom",9,5,14,"95","59","loss","win",FALSE,"2017-08-07 00:37:00+00",10,11,"Angel Stadium of Anaheim",1
1113,"25","b7265d6f-8cbe-4229-964f-80e601337586","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","1d76cb54-891f-45bf-85d7-5ed3bf24d24f","mlb-2017-laa-mia-2017-05-27-1310","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",9,30,"bottom",2,5,7,"25","52","loss","win",FALSE,"2017-05-28 01:10:00+00",2,5,"Marlins Park",1
1114,"24","03a3dac4-7730-4cf2-b815-cc591f43ab10","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","03c71739-aeb2-40dd-95ab-0d4fea04f3a0","mlb-2018-chw-kc-2018-04-27-1915","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",6,30,"bottom",2,4,6,"24","42","loss","win",FALSE,"2018-04-28 05:15:00+00",4,7,"Kauffman Stadium",1
1115,"59","1cdf17c4-4024-4cb1-8763-265699c3a05a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1cdf17c4-4024-4cb1-8763-265699c3a05a","mlb-2018-tb-bal-2018-04-26-1905","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",9,30,"end",5,9,14,"59","95","loss","win",TRUE,"2018-04-27 04:05:00+00",5,9,"Oriole Park at Camden Yards",1
1116,"53","d698cda3-8f19-4a68-9273-93c9d0f71142","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","dfd17c9e-7fe5-49d4-b3b6-1a6bfb819cae","mlb-2018-col-sf-2018-05-19-1305","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",4,30,"bottom",5,3,8,"53","35","win","loss",FALSE,"2018-05-20 01:05:00+00",9,4,"Oracle Park",1
1117,"95","ae575c62-fc97-4d50-ae77-67ab27099fbd","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f57d5334-76c0-42a9-a5ab-7ab7689e03d6","mlb-2018-was-mia-2018-05-25-1910","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",8,30,"bottom",5,9,14,"59","95","loss","win",FALSE,"2018-05-26 04:10:00+00",5,9,"Marlins Park",1
1118,"94","8aaf5b6c-b81d-4859-9b3b-1de82ed4eeec","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","8aaf5b6c-b81d-4859-9b3b-1de82ed4eeec","mlb-2017-sf-mia-2017-08-15-0400","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",9,30,"end",4,9,13,"49","94","loss","win",TRUE,"2017-08-16 04:10:00+00",4,9,"Marlins Park",1
1119,"31","2eba81ab-6a1c-4bcd-9c2d-0f4b112299ef","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","99292286-0950-428a-8ecc-11e04b37eec7","mlb-2017-sd-atl-2017-04-17-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",5,30,"bottom",3,1,4,"31","13","win","loss",FALSE,"2017-04-18 04:35:00+00",5,4,"SunTrust Park",1
1120,"04","0968db0d-cb11-4979-98c1-ab2d3f8be465","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2ef0cfa0-dd4d-464b-a869-35300ab46ffe","mlb-2018-mia-cin-2018-05-4-1910","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",3,30,"bottom",4,0,4,"40","04","win","loss",FALSE,"2018-05-05 04:10:00+00",4,1,"Great American Ball Park",1
1121,"99","0d7db0ca-da6d-478d-94ae-076de9b80ea6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","c4f5ca75-fe27-4460-b073-b590c706e2a5","mlb-2016-la-ari-2016-09-18-1310","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",11,0,"top",9,9,18,"99","99","win","loss",FALSE,"2016-09-19 01:10:00+00",10,9,"Chase Field",1
1122,"72","cf487b3e-7cc8-4d95-912e-549b64ddd1ce","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","cf487b3e-7cc8-4d95-912e-549b64ddd1ce","mlb-2018-nyy-min-2018-09-10-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",9,30,"end",2,7,9,"27","72","loss","win",TRUE,"2018-09-11 05:10:00+00",2,7,"Target Field",1
1123,"52","6afa0672-a968-4b87-ae90-49ae4145f421","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","08562559-9419-4283-8424-8cc09ecc911a","mlb-2018-mia-nym-2018-09-10-1910","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,0,"top",5,2,7,"52","25","win","loss",FALSE,"2018-09-14 03:15:00+00",5,2,"Citi Field",1
1124,"46","5bc61d77-7aff-43d8-8e43-3f38e7c4b28e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","5bc61d77-7aff-43d8-8e43-3f38e7c4b28e","mlb-2017-chw-det-2017-04-29-1310","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",10,30,"end",4,6,10,"46","64","loss","win",TRUE,"2017-04-29 22:10:00+00",4,6,"Comerica Park",1
1125,"80","ebd15664-fb1e-41a4-9ee4-73da27fbeac7","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","ebd15664-fb1e-41a4-9ee4-73da27fbeac7","mlb-2018-bal-cle-2018-08-19-1310","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","regularseason",9,0,"end",8,0,8,"80","08","win","loss",TRUE,"2018-08-19 22:10:00+00",8,0,"Progressive Field",1
1126,"84","36485452-c233-4176-808d-6ac458456075","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","716d48c8-47a1-4d64-a927-9c15363e32a3","mlb-2018-stl-nym-2018-03-29-1310","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","regularseason",6,30,"bottom",8,4,12,"84","48","win","loss",FALSE,"2018-03-29 22:10:00+00",9,4,"Citi Field",1
1127,"59","9322f034-8083-49bf-8a1d-3963f362bedb","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","78edb793-2557-4451-9f99-e772af470047","mlb-2018-mia-sd-2018-05-29-1910","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,0,"top",9,5,14,"95","59","win","loss",FALSE,"2018-05-30 07:10:00+00",9,5,"PETCO Park",1
1128,"87","ea577e4b-6b1a-41ca-8d13-b0f6c2ff90f9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ea577e4b-6b1a-41ca-8d13-b0f6c2ff90f9","mlb-2017-sd-ari-2017-09-9-1710","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",9,30,"end",7,8,15,"78","87","loss","win",TRUE,"2017-09-10 05:10:00+00",7,8,"Chase Field",1
1129,"27","edacc17d-195c-480c-aef5-0e713f280711","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d402411a-3e1f-4a55-9f04-960293fb54f8","mlb-2017-kc-laa-2017-06-15-1907","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",8,30,"bottom",2,7,9,"27","72","loss","win",FALSE,"2017-06-16 07:07:00+00",2,7,"Angel Stadium of Anaheim",1
1130,"36","21629423-433d-4f48-bb83-265dce93e719","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","67e2804b-b1a9-4753-819e-352f670a7982","mlb-2016-sd-col-2016-09-18-1410","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",8,30,"bottom",6,3,9,"63","36","win","loss",FALSE,"2016-09-19 01:10:00+00",6,3,"Coors Field",1
1131,"44","88029fcf-18d2-4002-bffa-9e3392caf3ed","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","cf8f42fd-8316-4b6b-ae9e-63e9d65105a1","mlb-2017-mil-stl-2017-06-15-1815","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",6,30,"bottom",4,4,8,"44","44","loss","win",FALSE,"2017-06-16 04:15:00+00",4,6,"Busch Stadium",1
1132,"69","52eed940-212e-41fb-ab4c-73784559a6bf","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b2527e15-6ee4-4813-be91-9288886ec4a7","mlb-2017-atl-was-2017-06-12-1905","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",5,30,"bottom",9,6,15,"96","69","loss","win",FALSE,"2017-06-13 04:05:00+00",10,11,"Nationals Park",1
1133,"58","6c14a599-0c8b-4a90-a325-09291065981c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","bc352f96-58a6-414f-b9d8-57ebc0ebbd8b","mlb-2018-nym-nyy-2018-07-22-2005","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",9,30,"bottom",5,8,13,"58","85","loss","win",FALSE,"2018-08-14 04:05:00+00",5,8,"Yankee Stadium",1
1134,"48","7ed505ec-2037-4195-bd3c-1a6009e9d910","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ec971a65-5104-459c-bce6-b8735cb8ea88","mlb-2017-was-pit-2017-05-18-1235","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",7,0,"top",8,4,12,"84","48","win","loss",FALSE,"2017-05-18 21:35:00+00",10,4,"PNC Park",1
1135,"65","7970014a-03d7-43aa-af67-23fbfbb636fd","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","61383583-0308-4a6f-9433-5de10adb90b7","mlb-2018-col-ari-2018-07-20-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",5,30,"bottom",6,5,11,"65","56","loss","win",FALSE,"2018-07-21 06:40:00+00",10,11,"Chase Field",1
1136,"38","b350c184-9575-4985-b741-cbbef78d4eb6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","7edf798c-21d1-4796-b082-6a40c7aab9e2","mlb-2018-mil-min-2018-05-18-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",9,0,"top",3,8,11,"38","83","loss","win",FALSE,"2018-05-19 05:10:00+00",3,8,"Target Field",1
1137,"36","7c7b79bd-567e-4480-aea1-7ad082924823","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","dfc7dc76-6c29-4e51-8d45-459d1ef1c00b","mlb-2017-det-min-2017-04-21-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,0,"top",6,3,9,"63","36","win","loss",FALSE,"2017-04-22 05:10:00+00",6,3,"Target Field",1
1138,"73","2900689a-d59e-4027-a154-0ceddfb41fc6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","2900689a-d59e-4027-a154-0ceddfb41fc6","mlb-2017-cin-mia-2017-07-29-1910","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"end",7,3,10,"73","37","win","loss",TRUE,"2017-07-30 04:10:00+00",7,3,"Marlins Park",1
1139,"62","adf22bc5-510d-43cb-bc87-30697312ab3c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","ef6c231c-3ebf-4b27-94be-1dfb5e539638","mlb-2016-was-atl-2016-09-16-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",8,0,"top",2,6,8,"26","62","loss","win",FALSE,"2016-09-17 04:35:00+00",2,7,"Turner Field",1
1140,"22","948d520f-e0df-4677-896c-2037279db6b2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","82775ac8-42a8-48eb-b969-4522451a9c29","mlb-2018-col-nym-2018-05-6-1310","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",4,30,"bottom",2,2,4,"22","22","loss","win",FALSE,"2018-05-06 22:10:00+00",2,3,"Citi Field",1
1141,"62","2b16ef52-0699-4060-b5a0-a511aa18022f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a0b37ac8-2ffc-4317-adda-9555f82ab58e","mlb-2018-chw-kc-2018-04-26-1915","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",6,0,"top",2,6,8,"26","62","loss","win",FALSE,"2018-04-27 05:15:00+00",3,6,"Kauffman Stadium",1
1142,"60","e448b840-97b2-45a3-a67e-b1e3abaf44d5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","cc75e095-88b6-4a9a-beb5-a37804144288","mlb-2018-chw-cle-2018-06-18-1910","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",7,0,"top",6,0,6,"60","06","win","loss",FALSE,"2018-06-19 04:10:00+00",6,2,"Progressive Field",1
1143,"99","2acadc1b-8894-493f-a7cb-c3883c0149da","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","d0d6b4e0-c25f-4d6a-b74f-ca58518fb306","mlb-2018-tor-cle-2018-04-14-1610","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",10,30,"bottom",9,9,18,"99","99","loss","win",FALSE,"2018-05-03 22:10:00+00",11,13,"Progressive Field",1
1144,"12","a17d1f17-9f71-497c-802c-c5a409d8fbde","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","d2aa84c9-69df-46af-8b87-d6582b4b1db6","mlb-2018-stl-chc-2018-09-29-0300","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","regularseason",9,30,"bottom",1,2,3,"12","21","loss","win",FALSE,"2018-09-29 22:05:00+00",1,2,"Wrigley Field",1
1145,"46","a9047ab0-6dda-4bdb-92bf-214430fdbe5e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6e8e0113-a1b8-42b3-9c97-5170422eb4a0","mlb-2018-min-kc-2018-09-13-1915","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",9,0,"top",6,4,10,"64","46","win","loss",FALSE,"2018-09-14 05:15:00+00",6,4,"Kauffman Stadium",1
1146,"08","9c3de921-a4df-46b3-8661-208cc18bdb84","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ba811149-285c-4c9d-8ee1-507678a1ff48","mlb-2017-mil-chc-2017-09-9-1505","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",4,30,"bottom",0,8,8,"08","80","loss","win",FALSE,"2017-09-10 01:05:00+00",2,15,"Wrigley Field",1
1147,"05","5bd30eb4-affb-4fc8-b5a8-a8e724c78db2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","5bd30eb4-affb-4fc8-b5a8-a8e724c78db2","mlb-2017-hou-phi-2017-07-25-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",9,30,"end",0,5,5,"05","50","loss","win",TRUE,"2017-07-26 04:05:00+00",0,5,"Citizens Bank Park",1
1148,"12","0ed27883-600e-43a5-bbad-2431c0fb3015","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ee918854-3bf3-40a3-b502-fd14b35cc230","mlb-2017-mil-tb-2017-08-6-1310","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",9,30,"bottom",2,1,3,"21","12","win","loss",FALSE,"2017-08-06 22:10:00+00",2,1,"Tropicana Field",1
1149,"43","a3d81829-25ca-4bab-a31f-b861a7559eeb","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","46f1f8cf-7faa-4192-ac66-01263621a4da","mlb-2017-chw-tor-2017-06-18-1307","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",6,30,"bottom",4,3,7,"43","34","win","loss",FALSE,"2017-06-18 22:07:00+00",7,3,"Rogers Centre",1
1150,"88","8fc49e50-2ce2-450e-b827-4c9f8785470c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f086dc0f-0883-4b32-b1f0-d9c648100f83","mlb-2018-chw-cin-2018-07-3-1910","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",10,0,"top",8,8,16,"88","88","loss","win",FALSE,"2018-07-04 04:10:00+00",8,12,"Great American Ball Park",1
1151,"43","5299bf39-5961-435e-b3f3-5746945e291d","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","99115d36-ea19-4c49-b56b-fe460d8f5533","mlb-2017-nyy-oak-2017-06-18-1305","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",9,0,"top",4,3,7,"43","34","win","loss",FALSE,"2017-06-19 01:05:00+00",4,3,"Oakland-Alameda County Coliseum",1
